Time	Current (as voltage)	Voltage0	Voltage0
s	mV	mV	mV

0.0	-9.765923032319101	12248.908963286232	-12237.922299874874
0.005000250012500625	0.6103701895199438	12217.780083620715	-12248.298593096713
0.01000050002500125	20.75258644367809	12259.285256508072	-12217.780083620715
0.015000750037501875	0.6103701895199438	12238.532670064395	-12217.780083620715
0.0200010000500025	-9.765923032319101	12238.532670064395	-12228.156376842555
0.025001250062503123	10.98666341135899	12238.532670064395	-12248.298593096713
0.03000150007500375	-20.142216254158146	12279.42747276223	-12228.156376842555
0.03500175008750438	-20.142216254158146	12238.532670064395	-12217.780083620715
0.040002000100005	0.6103701895199438	12259.285256508072	-12217.780083620715
0.04500225011250562	10.98666341135899	12248.908963286232	-12237.922299874874
0.05000250012500625	-9.765923032319101	12269.05117954039	-12258.674886318553
0.05500275013750688	-9.765923032319101	12259.285256508072	-12248.298593096713
0.0600030001500075	10.98666341135899	12238.532670064395	-12228.156376842555
0.06500325016250813	-20.142216254158146	12279.42747276223	-12258.674886318553
0.07000350017500875	-20.142216254158146	12279.42747276223	-12258.674886318553
0.07500375018750938	-61.64738914151433	12259.285256508072	-12228.156376842555
0.08000400020001	0.6103701895199438	12238.532670064395	-12237.922299874874
0.08500425021251062	-9.765923032319101	12248.908963286232	-12228.156376842555
0.09000450022501125	-20.142216254158146	12228.156376842555	-12248.298593096713
0.09500475023751187	-20.142216254158146	12248.908963286232	-12248.298593096713
0.1000050002500125	10.98666341135899	12238.532670064395	-12217.780083620715
0.10500525026251313	10.98666341135899	12269.05117954039	-12258.674886318553
0.11000550027501375	-9.765923032319101	12259.285256508072	-12228.156376842555
0.11500575028751438	10.98666341135899	12248.908963286232	-12237.922299874874
0.120006000300015	0.6103701895199438	12259.285256508072	-12248.298593096713
0.12500625031251564	10.98666341135899	12248.908963286232	-12237.922299874874
0.13000650032501626	0.6103701895199438	12238.532670064395	-12237.922299874874
0.13500675033751688	31.128879665517136	12238.532670064395	-12237.922299874874
